column1,column2,column3,column4,column5,column6,column7,column8,column9,column10,column11,column12,column13,column14,column15,column16,column17,column18,column19,column20,column21,column22
8971,1577-1234,8971번 테스트 문자입니다.,"8971번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354648,ABCDEFG,김유신,2023.05.31,9,LMS,8971,1577-1234,8971번 담당자님 전달 문자입니다.,"8971번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354648,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:367,admin
8972,1577-1234,8972번 테스트 문자입니다.,"8972번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354649,ABCDEFG,김유신,2023.05.31,9,LMS,8972,1577-1234,8972번 담당자님 전달 문자입니다.,"8972번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354649,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:367,admin
8973,1577-1234,8973번 테스트 문자입니다.,"8973번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354650,ABCDEFG,김유신,2023.05.31,9,LMS,8973,1577-1234,8973번 담당자님 전달 문자입니다.,"8973번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354650,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:367,admin
8974,1577-1234,8974번 테스트 문자입니다.,"8974번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354651,ABCDEFG,김유신,2023.05.31,9,LMS,8974,1577-1234,8974번 담당자님 전달 문자입니다.,"8974번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354651,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:367,admin
8975,1577-1234,8975번 테스트 문자입니다.,"8975번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354652,ABCDEFG,김유신,2023.05.31,9,LMS,8975,1577-1234,8975번 담당자님 전달 문자입니다.,"8975번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354652,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:367,admin
8976,1577-1234,8976번 테스트 문자입니다.,"8976번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354653,ABCDEFG,김유신,2023.05.31,9,LMS,8976,1577-1234,8976번 담당자님 전달 문자입니다.,"8976번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354653,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:367,admin
8977,1577-1234,8977번 테스트 문자입니다.,"8977번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354654,ABCDEFG,김유신,2023.05.31,9,LMS,8977,1577-1234,8977번 담당자님 전달 문자입니다.,"8977번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354654,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:367,admin
8978,1577-1234,8978번 테스트 문자입니다.,"8978번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354655,ABCDEFG,김유신,2023.05.31,9,LMS,8978,1577-1234,8978번 담당자님 전달 문자입니다.,"8978번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354655,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:367,admin
8979,1577-1234,8979번 테스트 문자입니다.,"8979번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354656,ABCDEFG,김유신,2023.05.31,9,LMS,8979,1577-1234,8979번 담당자님 전달 문자입니다.,"8979번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354656,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:367,admin
8980,1577-1234,8980번 테스트 문자입니다.,"8980번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354657,ABCDEFG,김유신,2023.05.31,9,LMS,8980,1577-1234,8980번 담당자님 전달 문자입니다.,"8980번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354657,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:367,admin
8981,1577-1234,8981번 테스트 문자입니다.,"8981번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354658,ABCDEFG,김유신,2023.05.31,9,LMS,8981,1577-1234,8981번 담당자님 전달 문자입니다.,"8981번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354658,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:367,admin
8982,1577-1234,8982번 테스트 문자입니다.,"8982번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354659,ABCDEFG,김유신,2023.05.31,9,LMS,8982,1577-1234,8982번 담당자님 전달 문자입니다.,"8982번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354659,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:367,admin
8983,1577-1234,8983번 테스트 문자입니다.,"8983번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354660,ABCDEFG,김유신,2023.05.31,9,LMS,8983,1577-1234,8983번 담당자님 전달 문자입니다.,"8983번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354660,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:367,admin
8984,1577-1234,8984번 테스트 문자입니다.,"8984번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354661,ABCDEFG,김유신,2023.05.31,9,LMS,8984,1577-1234,8984번 담당자님 전달 문자입니다.,"8984번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354661,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:367,admin
8985,1577-1234,8985번 테스트 문자입니다.,"8985번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354662,ABCDEFG,김유신,2023.05.31,9,LMS,8985,1577-1234,8985번 담당자님 전달 문자입니다.,"8985번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354662,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:367,admin
8986,1577-1234,8986번 테스트 문자입니다.,"8986번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354663,ABCDEFG,김유신,2023.05.31,9,LMS,8986,1577-1234,8986번 담당자님 전달 문자입니다.,"8986번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354663,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:367,admin
8987,1577-1234,8987번 테스트 문자입니다.,"8987번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354664,ABCDEFG,김유신,2023.05.31,9,LMS,8987,1577-1234,8987번 담당자님 전달 문자입니다.,"8987번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354664,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:367,admin
8988,1577-1234,8988번 테스트 문자입니다.,"8988번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354665,ABCDEFG,김유신,2023.05.31,9,LMS,8988,1577-1234,8988번 담당자님 전달 문자입니다.,"8988번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354665,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:367,admin
8989,1577-1234,8989번 테스트 문자입니다.,"8989번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354666,ABCDEFG,김유신,2023.05.31,9,LMS,8989,1577-1234,8989번 담당자님 전달 문자입니다.,"8989번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354666,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:367,admin
8990,1577-1234,8990번 테스트 문자입니다.,"8990번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354667,ABCDEFG,김유신,2023.05.31,9,LMS,8990,1577-1234,8990번 담당자님 전달 문자입니다.,"8990번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354667,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:367,admin
8991,1577-1234,8991번 테스트 문자입니다.,"8991번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354668,ABCDEFG,김유신,2023.05.31,9,LMS,8991,1577-1234,8991번 담당자님 전달 문자입니다.,"8991번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354668,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:367,admin
8992,1577-1234,8992번 테스트 문자입니다.,"8992번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354669,ABCDEFG,김유신,2023.05.31,9,LMS,8992,1577-1234,8992번 담당자님 전달 문자입니다.,"8992번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354669,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:367,admin
8993,1577-1234,8993번 테스트 문자입니다.,"8993번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354670,ABCDEFG,김유신,2023.05.31,9,LMS,8993,1577-1234,8993번 담당자님 전달 문자입니다.,"8993번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354670,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:367,admin
8994,1577-1234,8994번 테스트 문자입니다.,"8994번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354671,ABCDEFG,김유신,2023.05.31,9,LMS,8994,1577-1234,8994번 담당자님 전달 문자입니다.,"8994번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354671,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:367,admin
8995,1577-1234,8995번 테스트 문자입니다.,"8995번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354672,ABCDEFG,김유신,2023.05.31,9,LMS,8995,1577-1234,8995번 담당자님 전달 문자입니다.,"8995번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354672,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:367,admin
8996,1577-1234,8996번 테스트 문자입니다.,"8996번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354673,ABCDEFG,김유신,2023.05.31,9,LMS,8996,1577-1234,8996번 담당자님 전달 문자입니다.,"8996번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354673,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:367,admin
8997,1577-1234,8997번 테스트 문자입니다.,"8997번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354674,ABCDEFG,김유신,2023.05.31,9,LMS,8997,1577-1234,8997번 담당자님 전달 문자입니다.,"8997번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354674,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:367,admin
8998,1577-1234,8998번 테스트 문자입니다.,"8998번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354675,ABCDEFG,김유신,2023.05.31,9,LMS,8998,1577-1234,8998번 담당자님 전달 문자입니다.,"8998번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354675,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:367,admin
8999,1577-1234,8999번 테스트 문자입니다.,"8999번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354676,ABCDEFG,김유신,2023.05.31,9,LMS,8999,1577-1234,8999번 담당자님 전달 문자입니다.,"8999번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354676,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:367,admin
9000,1577-1234,9000번 테스트 문자입니다.,"9000번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354677,ABCDEFG,김유신,2023.05.31,9,LMS,9000,1577-1234,9000번 담당자님 전달 문자입니다.,"9000번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354677,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:367,admin
9001,1577-1234,9001번 테스트 문자입니다.,"9001번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354678,ABCDEFG,김유신,2023.05.31,9,LMS,9001,1577-1234,9001번 담당자님 전달 문자입니다.,"9001번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354678,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:367,admin
9002,1577-1234,9002번 테스트 문자입니다.,"9002번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354679,ABCDEFG,김유신,2023.05.31,9,LMS,9002,1577-1234,9002번 담당자님 전달 문자입니다.,"9002번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354679,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:367,admin
9003,1577-1234,9003번 테스트 문자입니다.,"9003번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354680,ABCDEFG,김유신,2023.05.31,9,LMS,9003,1577-1234,9003번 담당자님 전달 문자입니다.,"9003번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354680,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:367,admin
9004,1577-1234,9004번 테스트 문자입니다.,"9004번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354681,ABCDEFG,김유신,2023.05.31,9,LMS,9004,1577-1234,9004번 담당자님 전달 문자입니다.,"9004번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354681,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:367,admin
9005,1577-1234,9005번 테스트 문자입니다.,"9005번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354682,ABCDEFG,김유신,2023.05.31,9,LMS,9005,1577-1234,9005번 담당자님 전달 문자입니다.,"9005번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354682,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:367,admin
9006,1577-1234,9006번 테스트 문자입니다.,"9006번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354683,ABCDEFG,김유신,2023.05.31,9,LMS,9006,1577-1234,9006번 담당자님 전달 문자입니다.,"9006번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354683,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:367,admin
9007,1577-1234,9007번 테스트 문자입니다.,"9007번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354684,ABCDEFG,김유신,2023.05.31,9,LMS,9007,1577-1234,9007번 담당자님 전달 문자입니다.,"9007번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354684,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:367,admin
9008,1577-1234,9008번 테스트 문자입니다.,"9008번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354685,ABCDEFG,김유신,2023.05.31,9,LMS,9008,1577-1234,9008번 담당자님 전달 문자입니다.,"9008번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354685,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:367,admin
9009,1577-1234,9009번 테스트 문자입니다.,"9009번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354686,ABCDEFG,김유신,2023.05.31,9,LMS,9009,1577-1234,9009번 담당자님 전달 문자입니다.,"9009번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354686,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:367,admin
9010,1577-1234,9010번 테스트 문자입니다.,"9010번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354687,ABCDEFG,김유신,2023.05.31,9,LMS,9010,1577-1234,9010번 담당자님 전달 문자입니다.,"9010번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354687,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:367,admin
9011,1577-1234,9011번 테스트 문자입니다.,"9011번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354688,ABCDEFG,김유신,2023.05.31,9,LMS,9011,1577-1234,9011번 담당자님 전달 문자입니다.,"9011번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354688,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:367,admin
9012,1577-1234,9012번 테스트 문자입니다.,"9012번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354689,ABCDEFG,김유신,2023.05.31,9,LMS,9012,1577-1234,9012번 담당자님 전달 문자입니다.,"9012번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354689,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:367,admin
